file_name,peak,A,x0,gamma,A_uncertainty,x0_uncertainty,gamma_uncertainty
error00001,1,0.014253933510954742,1.5068298818773096,0.0019037281742252381,0.00032986044045027555,4.403480821855588e-05,6.722163998445605e-05
error00001,2,0.03267511949326085,1.5356545044006595,0.0016470773512758056,0.00035464293852815445,1.786842420250044e-05,2.6876105767271584e-05
error00001,3,0.007575881146402595,1.5642295272823676,0.002015311691065898,0.000320910592640862,8.524259291602796e-05,0.00012945507661921753
error00002,1,0.011739199666964215,1.3646071669881543,0.0019190640700903704,0.00032980068650269567,5.374410206117829e-05,8.526424599624547e-05
error00002,2,0.04155879874080387,1.3871362578855273,0.0020180547406326533,0.0003216026314423728,1.5569438087473893e-05,2.4675483127082096e-05
error00002,3,0.006494370139401523,1.4103295793915052,0.0020494291008578123,0.0003189967863697171,0.00010039522486159488,0.00016124365018116424
error00003,1,0.01254425331529612,1.205467597229229,0.00221008524067047,0.00035597991926604493,6.20590582614025e-05,0.00010666886838260519
error00003,2,0.038860656277510834,1.2221807279633061,0.002182098643985021,0.00035924498321246293,1.9909037130397117e-05,3.297586548785463e-05
error00003,3,0.007964572767563712,1.239015677320309,0.0019388262557053309,0.000379805947491794,9.147744199797322e-05,0.0001534245902128734
error00004,1,0.010226566009422065,1.1103304034526533,0.0022593298573245174,0.00044452609237320554,9.641330237365255e-05,0.00016648555494606332
error00004,2,0.03881365889577502,1.1223767093864891,0.0023187894488422302,0.00044096997996425323,2.582849002620313e-05,4.29360741725427e-05
error00004,3,0.008241721484797567,1.134634921135065,0.002164255877807983,0.0004499971151617913,0.00011693092857418593,0.00020579813564036522
error00006,1,-0.02680942124360733,0.7836299891335953,-0.0014850272880655364,0.002454055305307346,6.397466481366974e-05,0.00017456316857106946
error00006,2,0.06526958634104124,0.7863607657092042,-0.004018832153091977,0.002121597262178711,0.00011115230254976082,7.25933371835308e-05
error00006,3,0.005316756652335299,0.7967532113553696,0.002017360276061204,0.0006809355753256605,0.00026546274927553284,0.0004360740470276722
error00007,1,0.0701079043744063,0.5116725370773982,0.00396214601465398,0.00047033796758404195,2.6129001431436072e-05,4.7732608319363743e-05
error00011,1,0.002252438143617257,1.1030767203071785,0.0025602715789231263,0.0003486296376049746,0.00039539454495565794,0.0006321061799366912
error00011,2,0.045661589904945524,1.129379370805987,0.0022067173416732695,0.00037560473162612343,1.810896637310344e-05,2.808946947538278e-05
error00011,3,0.0029629253305791547,1.1554551742199743,0.0024824451844200407,0.00035489264780005713,0.0002959132493414108,0.0004643302042157396
error00012,1,0.007668988417086264,0.9933407296883315,0.0028447287873226063,0.00031693155084569746,0.00011704406525131188,0.00019083519002063628
error00012,2,0.05334691753798647,1.021436295239506,0.002721954729160977,0.00032407292873444537,1.6459971125547744e-05,2.630658948274093e-05
error00012,3,0.010890400795852259,1.0493482593471892,0.0026917199811288257,0.00032576701571090884,8.016987084169609e-05,0.00012971001314137268
error00013,1,0.004892208251005531,0.9574355690363757,-0.0020159148405208853,0.0003634413133225712,0.00014955207532618285,0.00022941950831071347
error00013,2,0.04101120504672159,0.9887450874486314,0.0022471854979086475,0.0003441975972835952,1.8835414014680037e-05,2.910214876893638e-05
error00013,3,0.0070767084611819435,1.0200757246481063,-0.0022953676849389016,0.00034048540276502854,0.00011033322515793467,0.00017175762114428502
error00014,1,0.004245892941748519,0.9337056175286926,0.002556684371221452,0.0004337751226486917,0.000260855802780752,0.000400505676697254
error00014,2,0.06234327327618656,0.9633375903441185,0.002742571835414298,0.00041920570565588135,1.8403022911257916e-05,2.8140916630958994e-05
error00014,3,0.006055502625835723,0.9921855840657907,0.0024769226145820895,0.00044062607597977505,0.00018003821824129864,0.0002760636563979001
error00015,1,0.002403019246503418,0.9327635078771395,0.0022958195168971234,0.0004447378359042905,0.0004245949774751537,0.0006489353575335962
error00015,2,0.0571318658763556,0.9640271675236444,0.0023793612959046684,0.00043707140178840726,1.8181540956569447e-05,2.7635399909751316e-05
error00015,3,0.0031312017082196953,0.995114233670418,0.0026969249182890727,0.000410535917685192,0.00035316655062377604,0.0005450380070799759
error00016,1,0.03975156018403613,0.9484902262950237,0.0024448078835167704,0.00032107852716070574,1.9741314000171865e-05,3.0246333368686207e-05
error00017,1,0.010827489163303347,0.9087051762898485,0.0021873130993797494,0.0002860184875672083,5.765014277720127e-05,9.215135490534725e-05
error00017,2,0.02869709806455519,0.9384185435072839,0.0020563418208227476,0.00029481718607553097,2.1089766530544846e-05,3.3422697524484494e-05
error00017,3,0.01942369116211455,0.9679985145687007,0.0021642836381832453,0.000288043968919504,3.19678917329226e-05,5.0541171540907567e-05
error00018,1,0.015035912632531585,0.8694699466277448,0.0025185682953592667,0.0002948722567595425,4.9248549504289456e-05,7.901470297310613e-05
error00018,2,0.020855001585121994,0.9025955912253958,0.0023890766530036646,0.00030255807263029184,3.458437935629609e-05,5.497312787037739e-05
error00018,3,0.026728780595501423,0.9325387987710524,0.002375353479292437,0.0003036792180948215,2.6906112308400355e-05,4.273592769420422e-05
